c3_1,c3_2,c3_3,d3_1,d3_2,d3_3,e3_1,e3_2,e3_3,f3_1,f3_2,f3_3,g3_1,g3_2,g3_3,a4_1,a4_2,a4_3,b3_1,b3_2,b3_3,c-3_1,c-3_2,c-3_3,d-3_1,d-3_2,d-3_3,f-3_1,f-3_2,f-3_3,g-3_1,g-3_2,g-3_3,a-4_1,a-4_2,a-4_3,c3_4,c3_5,d3_4,d3_5,e3_4,e3_5,f3_4,f3_5,g3_4,g3_5,a4_4,a4_5,b3_4,b3_5,c-3_4,c-3_5,d-3_4,d-3_5,f-3_4,f-3_5,g-3_4,g-3_5,a-4_4,a-4_5,b3_6,b3_7,e3_6,e3_7,f3_6,f3_7
-0.006348,-0.0355,-0.02011,0.001343,0.002228,-0.00757,0.05716,0.0674,0.08185,0.0004578,0.0967,0.00986,0.09534,0.063,0.0479,-0.01355,0.00989,0.032,-0.02283,-0.007996,0.02524,0.03256,0.04834,0.03024,0.06775,0.0751,0.039,0.2112,0.182,0.3823,0.02371,0.04507,0.1453,0.05756,0.04108,0.0493,-0.02765,-0.0438,0.001648,0.00177,0.06775,0.05188,0.1267,0.207,0.0253,0.1095,-0.0541,-0.02017,-0.004456,-0.01077,0.00058,-0.003906,0.03,-0.01657,0.2402,0.3115,0.009155,0.06024,0.0232,0.04514,-0.01706,-0.003815,0.1289,0.1367,0.1156,0.3362
0.02481,-0.01999,-0.013916,0.0001221,0.001801,-0.007385,0.0473,0.05615,0.133,-0.02301,0.08386,-0.01297,0.094,0.0637,0.0625,-0.002747,0.0123,0.02557,-0.02786,-0.01489,0.01596,0.03424,0.02597,0.03372,0.0652,0.0572,0.03763,0.1404,0.1583,0.336,0.03122,0.05215,0.1757,0.0636,0.04517,0.05505,-0.02481,-0.0493,0.005127,0.00461,0.06934,0.0585,0.1533,0.2673,0.03488,0.13,-0.05017,0.00873,-0.003448,-0.00864,-0.009796,0.009796,0.0441,-0.01596,0.2102,0.2998,0.009155,0.07,0.0304,0.04932,-0.01022,-0.0007324,0.1777,0.1855,0.1824,0.2043
0.04504,0.01108,-0.0083,-0.001282,-0.0002441,-0.007782,0.03061,0.04315,0.1461,-0.05698,0.05917,-0.0446,0.0824,0.0625,0.0718,0.00784,0.01456,0.01682,-0.02878,-0.02103,0.00638,0.0348,-0.000824,0.03705,0.05515,0.03662,0.03558,0.05203,0.1326,0.271,0.03928,0.0523,0.1965,0.0636,0.04584,0.0569,-0.02014,-0.04666,0.0047,0.0058,0.0708,0.05963,0.1705,0.2954,0.03857,0.1289,-0.03763,0.03494,-0.002716,-0.00699,-0.03976,0.0003052,0.05173,-0.013824,0.1602,0.2333,0.00986,0.0881,0.03775,0.0511,-0.004578,0.001556,0.2056,0.2125,0.2239,0.01852
0.04837,0.02621,0.0003052,-0.002563,-0.002747,-0.007904,0.01492,0.03333,0.1217,-0.0986,0.02994,-0.0815,0.0617,0.05725,0.07117,0.01663,0.01526,0.01016,-0.02869,-0.02377,-0.00296,0.03622,-0.02719,0.03897,0.038,0.01932,0.03293,-0.02798,0.1061,0.2014,0.04578,0.04892,0.2029,0.05984,0.04434,0.05594,-0.01178,-0.03323,0.001709,0.006165,0.07214,0.0547,0.1786,0.2927,0.05585,0.1073,-0.01709,0.05795,-0.001923,-0.004456,-0.0633,-0.0213,0.05365,-0.007202,0.09326,0.1309,0.0108,0.1018,0.0453,0.05154,0.001923,0.00421,0.2078,0.2141,0.2578,-0.1794
0.03522,0.0342,0.012024,-0.0029,-0.005188,-0.00772,0.00522,0.02908,0.0642,-0.1271,0.004578,-0.11255,0.04947,0.05112,0.0622,0.02054,0.01553,0.007507,-0.02505,-0.02432,-0.01004,0.0376,-0.0403,0.03897,0.01694,0.006866,0.02869,-0.083,0.0759,0.1487,0.05017,0.04465,0.1921,0.05402,0.0417,0.05118,0.001495,-0.0112,-0.002228,0.006134,0.074,0.0458,0.1804,0.283,0.09045,0.07263,0.00943,0.08014,-0.002655,-0.001587,-0.06555,-0.04187,0.05084,0.003021,0.02182,0.02457,0.01657,0.10474,0.0509,0.05142,0.00467,0.005493,0.1744,0.1823,0.2861,-0.311
0.01291,0.03226,0.02689,-0.001984,-0.00702,-0.00659,0.003845,0.03098,-0.00763,-0.12,-0.008545,-0.1157,0.0447,0.0437,0.04785,0.02072,0.01706,0.00934,-0.01956,-0.02347,-0.013306,0.03943,-0.0344,0.0365,-0.002625,0.001221,0.0224,-0.10675,0.04697,0.1171,0.0491,0.04477,0.1648,0.04785,0.03882,0.04517,0.01923,0.01703,-0.003998,0.00647,0.0799,0.03656,0.175,0.2527,0.1302,0.03262,0.0366,0.1001,-0.001587,0.000824,-0.03302,-0.04126,0.04626,0.01672,-0.04382,-0.05762,0.02667,0.09357,0.0546,0.05084,0.00812,0.00699,0.1227,0.1321,0.295,-0.3137
-0.01126,0.01859,0.04147,0.0002441,-0.00702,-0.004364,0.009094,0.0356,-0.0728,-0.07983,-0.00638,-0.08905,0.05115,0.03632,0.02676,0.01859,0.01962,0.01367,-0.011505,-0.02026,-0.011566,0.04062,-0.01105,0.03284,-0.01709,-0.001373,0.0137,-0.1,0.0242,0.0941,0.04468,0.05096,0.1203,0.04285,0.03714,0.0381,0.03888,0.04556,-0.002869,0.0076,0.0875,0.0315,0.1659,0.2141,0.18,0.002045,0.0614,0.1196,-0.000977,0.00357,0.02454,-0.01587,0.04318,0.03128,-0.0936,-0.1041,0.0413,0.0681,0.05637,0.0512,0.010254,0.007233,0.0642,0.0764,0.2969,-0.2063
-0.03732,0.009,0.0518,0.003357,-0.005737,-0.0009155,0.01712,0.04236,-0.1141,-0.01236,0.0083,-0.03732,0.0757,0.03113,0.00717,0.01523,0.02524,0.01816,-0.002716,-0.0162,-0.006866,0.04105,0.02863,0.02948,-0.02365,-0.005005,0.003082,-0.0788,0.004913,0.0719,0.03976,0.06165,0.0683,0.0401,0.03598,0.03174,0.05695,0.06805,0.001495,0.009735,0.0961,0.0327,0.1553,0.1766,0.22,-0.014404,0.0803,0.1377,0.001556,0.005646,0.0819,0.02856,0.0442,0.04373,-0.126,-0.11017,0.0576,0.0391,0.0558,0.05237,0.01178,0.00836,0.01529,0.02869,0.268,-0.02933
-0.05795,-0.003815,0.05548,0.00647,-0.002747,0.00354,0.02292,0.04614,-0.1173,0.05637,0.02841,0.01996,0.1052,0.02899,-0.006317,0.01569,0.0322,0.02277,0.004303,-0.01135,9.16e-05,0.041,0.07117,0.02802,-0.02353,-0.00876,-0.007477,-0.05566,-0.01282,0.0387,0.0369,0.0742,0.02197,0.0394,0.0347,0.02762,0.0708,0.07983,0.00842,0.01285,0.1001,0.04016,0.1433,0.1343,0.2404,-0.01428,0.0907,0.1494,0.00412,0.00772,0.125,0.0802,0.05078,0.05295,-0.1414,-0.0858,0.07056,0.01764,0.05328,0.0533,0.0152,0.00937,-0.01178,0.0003357,0.2109,0.1691
-0.07336,-0.00714,0.05167,0.00906,0.001068,0.00845,0.02182,0.04218,-0.08545,0.10126,0.0433,0.06143,0.12286,0.0313,-0.014984,0.02188,0.0399,0.0249,0.00925,-0.00592,0.00583,0.04016,0.1072,0.02887,-0.01999,-0.01468,-0.01724,-0.04233,-0.03061,0.0009155,0.0367,0.08374,-0.01163,0.03836,0.03244,0.02438,0.0773,0.07715,0.01614,0.01627,0.09357,0.05157,0.1233,0.09827,0.2319,0.0003052,0.0947,0.1548,0.00656,0.00812,0.1477,0.1201,0.06168,0.05728,-0.1384,-0.04953,0.0781,0.01401,0.0493,0.0524,0.01706,0.00983,-0.01917,-0.00867,0.1365,0.3293
-0.07587,0.00525,0.0443,0.010345,0.004944,0.01343,0.012695,0.02716,-0.02994,0.1101,0.04706,0.0778,0.11285,0.0335,-0.01642,0.03366,0.04758,0.02359,0.01068,-0.001099,0.00842,0.03952,0.1292,0.03122,-0.01599,-0.02069,-0.02448,-0.0452,-0.0514,-0.04617,0.0403,0.0869,-0.02945,0.03415,0.0279,0.02176,0.0753,0.06232,0.02322,0.01923,0.0819,0.06143,0.09045,0.06097,0.1987,0.01999,0.0913,0.1414,0.00885,0.007416,0.1504,0.1411,0.07336,0.05768,-0.12476,-0.01764,0.0802,0.02417,0.04388,0.0482,0.02197,0.01065,0.003754,0.01083,0.0478,0.4182
-0.06165,0.02646,0.03482,0.010345,0.00821,0.01733,-0.00357,0.00238,0.0263,0.0795,0.03668,0.06323,0.07434,0.0344,-0.012085,0.0483,0.0514,0.01929,0.01013,0.002838,0.007324,0.03815,0.1321,0.03305,-0.01465,-0.02228,-0.02756,-0.05542,-0.0713,-0.1019,0.04868,0.08154,-0.0234,0.02536,0.02109,0.01773,0.06335,0.0397,0.02814,0.02121,0.0603,0.0664,0.05594,0.02423,0.1654,0.03937,0.0788,0.11926,0.00882,0.006348,0.1375,0.1426,0.0814,0.05502,-0.1011,-0.0007324,0.0764,0.04517,0.03876,0.0409,0.0231,0.009186,0.0401,0.04498,-0.02866,0.4143
-0.03214,0.0528,0.02441,0.00928,0.010254,0.0199,-0.0224,-0.02313,0.0592,0.0279,0.01532,0.02856,0.0209,0.03366,-0.00116,0.0605,0.04962,0.013306,0.00827,0.004547,0.00241,0.0356,0.1207,0.03287,-0.01636,-0.01895,-0.02676,-0.0678,-0.08575,-0.1555,0.0554,0.0676,-0.0002441,0.01294,0.0116,0.0116,0.0437,0.01547,0.03003,0.02179,0.03418,0.0641,0.02298,-0.00653,0.1256,0.04977,0.06506,0.097,0.00833,0.003815,0.1191,0.1312,0.0831,0.0509,-0.0725,-0.001343,0.06726,0.06616,0.0335,0.0337,0.02414,0.007965,0.06647,0.07135,-0.0802,0.3247
0.0119,0.0777,0.01318,0.00766,0.01135,0.02081,-0.0399,-0.04306,0.05505,-0.02078,-0.00906,-0.00806,-0.04248,0.02875,0.00818,0.0669,0.04156,0.005707,0.00595,0.00412,-0.004578,0.03128,0.10034,0.02997,-0.02084,-0.01129,-0.0235,-0.07654,-0.09344,-0.1965,0.05612,0.04596,0.02878,-0.000641,0.001373,0.003387,0.02039,-0.003052,0.02975,0.02081,0.01361,0.05508,-0.006073,-0.02914,0.0868,0.04993,0.05527,0.07214,0.005096,0.001617,0.10144,0.11365,0.07715,0.0478,-0.05118,-0.0123,0.0562,0.0752,0.02853,0.02737,0.0227,0.00534,0.0737,0.0779,-0.0886,0.197
0.0612,0.10156,0.001556,0.00647,0.01141,0.02051,-0.0508,-0.04947,0.02063,-0.0453,-0.02942,-0.02911,-0.0962,0.02377,0.01111,0.0635,0.02942,-0.003052,0.005676,0.003113,-0.0116,0.02539,0.0812,0.02435,-0.02588,-0.003998,-0.01932,-0.0752,-0.092,-0.2122,0.04993,0.02435,0.05078,-0.01337,-0.007324,-0.006073,-0.002228,-0.012054,0.02731,0.01868,0.000641,0.04242,-0.01996,-0.02823,0.0477,0.04294,0.0488,0.0557,0.001526,-0.001221,0.081,0.0937,0.06445,0.04572,-0.03766,-0.03079,0.0456,0.05338,0.02542,0.02408,0.01761,0.002563,0.04855,0.0515,-0.05292,0.06934
0.1061,0.1207,-0.0087,0.005707,0.011444,0.01971,-0.05237,-0.04196,-0.02869,-0.04285,-0.03903,-0.02795,-0.1268,0.02054,0.00824,0.05002,0.01654,-0.01071,0.006165,0.001007,-0.01627,0.0191,0.07007,0.01715,-0.0275,0.0001221,-0.01611,-0.06033,-0.0812,-0.1987,0.0392,0.004852,0.06165,-0.02231,-0.0123,-0.01474,-0.01855,-0.01062,0.02393,0.0163,-0.002472,0.0292,-0.01163,-0.010864,0.004974,0.03003,0.04773,0.045,-0.002197,-0.003418,0.06445,0.0752,0.04813,0.04523,-0.02768,-0.05,0.03607,0.005554,0.02386,0.02386,0.01242,0.0003967,-0.0007935,-0.0001526,0.01593,-0.02692
0.1312,0.1317,-0.01724,0.006134,0.01172,0.0184,-0.0465,-0.02399,-0.07263,-0.01428,-0.03757,-0.006897,-0.1304,0.01968,0.0003357,0.0304,0.005615,-0.01617,0.007324,-3.05e-05,-0.0166,0.01248,0.06494,0.009,-0.02463,0.001526,-0.01416,-0.03305,-0.0631,-0.1569,0.01596,-0.01282,0.0597,-0.02582,-0.01413,-0.02121,-0.02722,-0.003967,0.02078,0.01471,0.003662,0.0202,0.01724,0.02167,-0.02554,0.0159,0.0529,0.03235,-0.005127,-0.004517,0.05505,0.05603,0.03406,0.04578,-0.01865,-0.0552,0.02975,-0.02719,0.02347,0.02554,0.00461,-0.001404,-0.05746,-0.0598,0.10645,-0.0859
0.1311,0.1335,-0.02188,0.006897,0.01248,0.0174,-0.03598,6.1e-05,-0.0917,0.02954,-0.03046,0.02429,-0.10516,0.02255,-0.005463,0.009674,0.001343,-0.01807,0.007263,-0.0002136,-0.0134,0.006195,0.06146,0.001373,-0.0173,0.0002441,-0.01279,0.002747,-0.04422,-0.0926,-0.00766,-0.01636,0.01611,-0.0253,-0.013336,-0.02472,-0.02872,0.0009155,0.01868,0.01456,0.01569,0.01645,0.04794,0.05453,-0.0525,-3.05e-05,0.0582,0.01535,-0.00644,-0.005554,0.05536,0.04474,0.02481,0.0444,-0.00409,-0.04532,0.02963,-0.054,0.02325,0.02844,-0.0007324,-0.001678,-0.10144,-0.1059,0.1848,-0.08734
0.1069,0.1212,-0.02417,0.00772,0.01355,0.01645,-0.02533,0.0174,-0.0768,0.0646,-0.02338,0.05173,-0.0681,0.0245,-0.00827,-0.00351,0.005066,-0.01569,0.00522,0.0002441,-0.008545,0.0004272,0.04916,-0.00525,-0.006866,-0.001526,-0.01123,0.0423,-0.02548,-0.02472,-0.01178,-0.01016,-0.01593,-0.02237,-0.0116,-0.02634,-0.0281,-0.001678,0.01904,0.01563,0.02728,0.01883,0.0637,0.06915,-0.067,-0.01697,0.05777,0.000641,-0.00641,-0.00528,0.0713,0.04913,0.02075,0.04074,0.01785,-0.01843,0.02643,-0.06433,0.02313,0.02942,-0.00653,-0.001221,-0.116,-0.12195,0.2319,-0.04108
0.06995,0.1,-0.02722,0.00809,0.013885,0.0155,-0.01837,0.02313,-0.0317,0.07983,-0.02127,0.0631,-0.03583,0.02621,-0.00641,-0.004395,0.01245,-0.01132,0.001434,0.002106,-0.004242,-0.004547,0.0242,-0.0105,0.003632,-0.00293,-0.00812,0.0737,-0.007202,0.03012,-0.009186,0.001587,-0.02686,-0.01932,-0.01257,-0.02692,-0.03027,-0.01544,0.02167,0.01776,0.03128,0.0235,0.06335,0.0729,-0.06714,-0.03366,0.05188,-0.007385,-0.005096,-0.00479,0.09375,0.06464,0.02097,0.03452,0.04578,0.0191,0.0184,-0.04028,0.02203,0.02942,-0.00964,-9.155e-05,-0.1035,-0.1094,0.2327,0.01901
0.03653,0.0729,-0.03342,0.00714,0.01355,0.01419,-0.01825,0.01746,0.02612,0.06903,-0.02695,0.0561,-0.01935,0.0257,0.0003967,0.005096,0.02112,-0.0058,-0.004242,0.002228,-0.002502,-0.008484,-0.011475,-0.01468,0.01251,-0.003021,-0.003662,0.0891,0.00925,0.06494,0.00757,0.0199,-0.02716,-0.01752,-0.01495,-0.02774,-0.03827,-0.038,0.02573,0.01962,0.02847,0.02698,0.044,0.05087,-0.06836,-0.05093,0.04214,-0.007965,-0.00357,-0.003387,0.11646,0.0876,0.02255,0.0268,0.0744,0.05606,0.0173,0.004883,0.01929,0.02649,-0.0126,0.001007,-0.0646,-0.0693,0.1854,0.0539
0.01019,0.03595,-0.04343,0.005463,0.011475,0.012115,-0.0245,0.003601,0.083,0.03287,-0.0386,0.0293,-0.02023,0.01929,0.00827,0.02203,0.02655,-0.0009155,-0.01004,0.002563,-0.004333,-0.012115,-0.0506,-0.01859,0.01755,-0.001556,0.002228,0.08325,0.0224,0.07764,0.0384,0.03592,0.01276,-0.01743,-0.01962,-0.02805,-0.05206,-0.0628,0.02951,0.02087,0.01895,0.02625,0.00827,0.00888,-0.0702,-0.0663,0.0313,-0.005066,-0.002136,-0.001678,0.1279,0.1057,0.02347,0.01996,0.09204,0.07874,0.01434,0.04984,0.01517,0.01965,-0.01483,0.001862,-0.0119,-0.01538,0.11017,0.01004
-0.003082,-0.01126,-0.05508,0.002594,0.00842,0.00955,-0.03418,-0.0126,0.12244,-0.012634,-0.05322,-0.00534,-0.03403,0.00699,0.01468,0.03983,0.0264,0.00296,-0.01474,0.001373,-0.011505,-0.01605,-0.0819,-0.02283,0.01846,0.0004883,0.00937,0.05948,0.0307,0.0769,0.06287,0.03964,0.0746,-0.01913,-0.02328,-0.02756,-0.0676,-0.0819,0.03107,0.0209,0.006897,0.01953,-0.03143,-0.03366,-0.083,-0.0799,0.0209,0.002625,-0.001709,0.00058,0.1179,0.10895,0.02066,0.01459,0.09393,0.07764,0.00958,0.0941,0.00934,0.0112,-0.01553,0.002167,0.03464,0.03116,0.01727,-0.08215
-0.00638,-0.0658,-0.0648,-0.0003357,0.004517,0.006348,-0.04285,-0.02542,0.1327,-0.04828,-0.0676,-0.03015,-0.05457,-0.01044,0.01526,0.05188,0.02063,0.007446,-0.015015,-0.000641,-0.015564,-0.02078,-0.1041,-0.02759,0.01599,0.004364,0.01614,0.01709,0.03357,0.06824,0.07263,0.02982,0.1282,-0.02191,-0.02396,-0.02502,-0.07935,-0.08856,0.0296,0.01968,0.0003052,0.008545,-0.06058,-0.0653,-0.1075,-0.09247,0.01465,0.003143,-0.001343,0.003082,0.09204,0.0956,0.01459,0.012726,0.0693,0.05292,0.00647,0.1219,0.003387,0.002441,-0.01736,0.00235,0.06573,0.0589,-0.0572,-0.1888
-0.010254,-0.10876,-0.0685,-0.002838,0.0005493,0.003021,-0.04684,-0.02655,0.1099,-0.0579,-0.0784,-0.03577,-0.07117,-0.02765,0.00891,0.05417,0.00943,0.01181,-0.01019,-0.00119,-0.02121,-0.0263,-0.11255,-0.03256,0.01181,0.01065,0.02127,-0.01123,0.03204,0.06204,0.07275,0.013794,0.1621,-0.02475,-0.0228,-0.02151,-0.0825,-0.08093,0.02515,0.01746,-0.0006104,-0.003601,-0.07324,-0.0774,-0.1299,-0.104,0.012726,-0.001221,-0.001587,0.005188,0.0555,0.066,0.006897,0.01422,0.0469,0.01566,0.002136,0.1274,-0.001434,-0.00296,-0.0163,0.00177,0.06934,0.0609,-0.08594,-0.2837
-0.0108,-0.1407,-0.063,-0.00476,-0.002594,-0.0003662,-0.04437,-0.01337,0.06046,-0.03638,-0.0829,-0.01193,-0.0753,-0.04282,-0.002808,0.04395,-0.003418,0.01859,0.0001526,-0.0006104,-0.01859,-0.03165,-0.1061,-0.03726,0.00891,0.01999,0.02365,-0.00961,0.02466,0.062,0.0678,0.0007324,0.1765,-0.0264,-0.01883,-0.02008,-0.0757,-0.0621,0.01874,0.01468,0.007294,-0.01178,-0.0752,-0.0725,-0.1483,-0.1144,0.01486,-0.01492,-0.001129,0.007965,0.01987,0.03116,-0.00116,0.01767,0.03293,-0.02942,-0.006195,0.1029,-0.004395,-0.005066,-0.015564,0.001678,0.0507,0.0413,-0.0745,-0.3262
-0.01419,-0.1609,-0.049,-0.005768,-0.005127,-0.003632,-0.03577,0.01123,0.002594,0.007996,-0.0796,0.03134,-0.0636,-0.0532,-0.01843,0.02405,-0.01633,0.02426,0.01395,0.00357,-0.01297,-0.03577,-0.09656,-0.04068,0.008545,0.03214,0.02386,0.013306,0.01132,0.0707,0.05804,-0.0087,0.1725,-0.02542,-0.01315,-0.0188,-0.06088,-0.03842,0.0123,0.012024,0.02054,-0.01373,-0.07056,-0.06085,-0.1515,-0.1207,0.01663,-0.03317,9.16e-05,0.00995,-0.00464,3.05e-05,-0.00708,0.02173,0.02017,-0.05655,-0.01523,0.05603,-0.0054,-0.005524,-0.01218,0.001648,0.01941,0.01062,-0.03702,-0.2986
-0.02823,-0.1542,-0.03146,-0.00638,-0.00638,-0.006348,-0.02457,0.0399,-0.04556,0.0655,-0.0709,0.0799,-0.03616,-0.0549,-0.0303,-0.001526,-0.0264,0.02533,0.02847,0.009674,-0.002747,-0.03763,-0.0856,-0.0419,0.01184,0.04337,0.02237,0.0595,0.01068,0.0708,0.03622,-0.010315,0.1498,-0.02182,-0.005707,-0.01794,-0.0428,-0.01794,0.006622,0.00928,0.0357,-0.00784,-0.05722,-0.04456,-0.1355,-0.12,0.01566,-0.04907,0.00235,0.01193,-0.01831,-0.02487,-0.0101,0.0239,0.0246,-0.0467,-0.01633,0.00232,-0.00784,-0.006317,-0.00763,0.001434,-0.01437,-0.01901,-0.0008545,-0.217
-0.04373,-0.134,-0.01547,-0.006653,-0.007233,-0.008545,-0.01364,0.0636,-0.0648,0.1194,-0.05902,0.123,-0.000824,-0.04858,-0.0354,-0.02515,-0.03198,0.02332,0.03995,0.01706,0.01236,-0.03668,-0.076,-0.04025,0.01852,0.05145,0.01962,0.1151,0.01785,0.0665,0.0123,-0.00934,0.10754,-0.01544,-9.16e-05,-0.01526,-0.0264,-0.005096,0.002563,0.006683,0.04898,0.00403,-0.04153,-0.04004,-0.10077,-0.11096,0.006927,-0.0717,0.00531,0.01355,-0.02533,-0.04144,-0.00842,0.02335,0.04468,-0.01407,-0.01193,-0.04938,-0.01178,-0.01099,-0.002747,0.001892,-0.0349,-0.035,0.0094,-0.1008
-0.05728,-0.10675,-0.005615,-0.007294,-0.00766,-0.010254,-0.006104,0.07654,-0.0464,0.1494,-0.04666,0.1449,0.0365,-0.03418,-0.032,-0.03995,-0.03397,0.01718,0.0451,0.02432,0.02121,-0.03305,-0.07043,-0.036,0.02707,0.0546,0.01712,0.1555,0.02832,0.06885,-0.01175,-0.00922,0.0636,-0.007935,0.002014,-0.009766,-0.01422,-0.000519,-0.0001221,0.004333,0.05386,0.01794,-0.02667,-0.052,-0.0526,-0.0928,-0.01291,-0.0918,0.00818,0.01468,-0.0336,-0.0548,-0.003326,0.01984,0.0654,0.03766,-0.007935,-0.07745,-0.01794,-0.01923,0.003204,0.001556,-0.04196,-0.03506,-0.01581,0.03116
-0.06616,-0.0742,-0.003265,-0.00833,-0.00815,-0.01135,-0.003082,0.0747,-0.000763,0.1445,-0.03766,0.1399,0.06836,-0.01749,-0.01804,-0.04407,-0.03223,0.009,0.044,0.02838,0.03125,-0.02805,-0.06946,-0.02997,0.0361,0.05222,0.01563,0.1711,0.04404,0.06055,-0.02737,-0.012634,0.01349,0.000946,0.000977,-0.002777,-0.0058,-0.001923,-0.00235,0.00232,0.0499,0.0292,-0.00992,-0.06058,-0.006683,-0.06824,-0.03796,-0.1067,0.01071,0.015076,-0.047,-0.06726,0.004242,0.01376,0.08435,0.0973,-0.005463,-0.09106,-0.0257,-0.02927,0.006958,0.001343,-0.03128,-0.02072,-0.0673,0.166
-0.0685,-0.044,-0.004364,-0.00983,-0.00922,-0.01227,-0.003998,0.0631,0.0514,0.10974,-0.03342,0.10986,0.0831,-0.003113,-0.001587,-0.03754,-0.0281,0.0001831,0.03647,0.02982,0.0304,-0.0232,-0.0753,-0.02359,0.04257,0.04678,0.01648,0.1672,0.0602,0.04858,-0.03403,-0.02563,-0.02475,0.0094,-0.002655,0.00717,0.000519,-0.00351,-0.00415,0.0007324,0.03763,0.0332,-0.0006714,-0.078,0.0327,-0.04028,-0.06192,-0.11237,0.01163,0.01459,-0.0655,-0.0785,0.01279,0.00659,0.1052,0.1442,-0.011566,-0.0849,-0.03204,-0.0391,0.0108,0.0003052,-0.006683,0.004578,-0.12036,0.2832
-0.06354,-0.0141,-0.004395,-0.011444,-0.010345,-0.012695,-0.00717,0.04623,0.0869,0.05582,-0.03333,0.0631,0.08044,0.007477,0.012726,-0.02658,-0.02374,-0.00717,0.02765,0.02762,0.02878,-0.0198,-0.0826,-0.01791,0.04486,0.03967,0.01913,0.1464,0.0691,0.03983,-0.03787,-0.03964,-0.06714,0.013245,-0.005493,0.01477,0.007263,-0.001831,-0.00644,-0.0006714,0.01947,0.02908,-0.001343,-0.09045,0.04935,-0.01297,-0.0786,-0.1058,0.01169,0.0137,-0.08923,-0.0876,0.01883,-0.00058,0.1245,0.1636,-0.0261,-0.0812,-0.03592,-0.04364,0.0112,-0.001221,0.01697,0.02606,-0.164,0.3508
-0.04813,0.0148,0.000519,-0.01251,-0.01166,-0.01318,-0.01007,0.03033,0.0886,0.000946,-0.03384,0.01633,0.06134,0.01129,0.022,-0.01627,-0.02191,-0.01099,0.0199,0.02298,0.02426,-0.01807,-0.0873,-0.01349,0.04208,0.033,0.02197,0.1184,0.0714,0.03027,-0.0426,-0.0611,-0.0981,0.01236,-0.007294,0.01935,0.01572,0.006226,-0.008606,-0.002563,0.002258,0.01816,-0.00531,-0.0873,0.04254,0.00949,-0.0843,-0.0866,0.01074,0.01175,-0.11304,-0.0915,0.0203,-0.005768,0.1362,0.1616,-0.04404,-0.0918,-0.0335,-0.04163,0.0116,-0.003265,0.03091,0.0344,-0.1877,0.359
-0.0217,0.0458,0.01224,-0.01306,-0.01254,-0.013214,-0.01169,0.0206,0.05453,-0.03333,-0.03073,-0.0163,0.034,0.01083,0.02377,-0.01169,-0.02481,-0.01166,0.01517,0.01807,0.01974,-0.01706,-0.0848,-0.01044,0.03503,0.02649,0.02344,0.08606,0.0724,0.01968,-0.0645,-0.09045,-0.1279,0.007202,-0.006165,0.01984,0.0253,0.01935,-0.01114,-0.004944,-0.009094,0.003784,-0.00647,-0.0652,0.0329,0.02554,-0.0763,-0.05707,0.00937,0.00995,-0.1343,-0.09436,0.01611,-0.00757,0.1299,0.1407,-0.06238,-0.1226,-0.0264,-0.03275,0.01218,-0.0054,0.02637,0.02496,-0.1744,0.3015
0.00928,0.0736,0.02908,-0.01248,-0.012726,-0.01297,-0.01117,0.01764,-0.003143,-0.03934,-0.02197,-0.02542,0.01172,0.003845,0.01965,-0.01678,-0.0319,-0.0101,0.01459,0.013824,0.01852,-0.01605,-0.06885,-0.0083,0.02515,0.01764,0.02173,0.06033,0.0731,0.02496,-0.09717,-0.11743,-0.1792,0.0007935,-0.002655,0.0148,0.03482,0.03442,-0.014465,-0.00821,-0.01135,-0.00882,0.001099,-0.02484,0.0234,0.03375,-0.05685,-0.02731,0.007904,0.007263,-0.1515,-0.0989,0.00711,-0.006622,0.11346,0.1095,-0.0756,-0.1746,-0.01697,-0.0213,0.01129,-0.007324,0.003357,-0.001251,-0.128,0.2122
0.0373,0.0868,0.04727,-0.01123,-0.01224,-0.01227,-0.00888,0.01862,-0.0615,-0.01593,-0.00934,-0.01199,0.001251,-0.008606,0.01175,-0.0292,-0.04172,-0.00992,0.01535,0.01141,0.01895,-0.013916,-0.04,-0.0065,0.013855,0.00522,0.0167,0.0355,0.0724,0.04324,-0.138,-0.1364,-0.2322,-0.00464,0.001709,0.006927,0.04282,0.04858,-0.01822,-0.012024,-0.00418,-0.01648,0.01791,0.02829,0.02692,0.03604,-0.0339,-0.007385,0.00717,0.00464,-0.1606,-0.10645,-0.00467,-0.003448,0.0813,0.0725,-0.092,-0.2314,-0.00888,-0.01251,0.01291,-0.00882,-0.02982,-0.0349,-0.0534,0.11786
0.05103,0.08185,0.06177,-0.009735,-0.01065,-0.01071,-0.005585,0.0167,-0.09863,0.02087,0.004944,0.01303,0.01059,-0.01852,0.00467,-0.04587,-0.05017,-0.01227,0.01593,0.01001,0.02356,-0.01059,-0.004913,-0.004456,0.002563,-0.01163,0.009,0.015594,0.0688,0.0737,-0.1787,-0.1433,-0.2876,-0.007446,0.00711,-0.004456,0.0481,0.05832,-0.02258,-0.01566,0.004425,-0.01758,0.04947,0.0967,0.04996,0.0343,-0.01569,-0.0009155,0.006287,0.002197,-0.1633,-0.117,-0.01639,-0.0006714,0.04858,0.04218,-0.1057,-0.2756,-0.006317,-0.0065,0.01279,-0.009125,-0.062,-0.0659,0.0409,0.06207
