c3_1,c3_2,d3_1,d3_2,e3_1,e3_2,f3_1,f3_2,g3_1,g3_2,a3_1,a3_2,b3_1,b3_2,d-3_1,d-3_2,d-3_3,e-3_1,e-3_2,e-3_3,g-3_1,g-3_2,g-3_3,a-3_1,a-3_2,a-3_3,b-3_1,b-3_2,b-3_3
-0.003601,-0.002441,6.104e-05,-0.005096,-0.00476,-0.00888,0.0008545,0.000977,-0.003113,-0.002045,-0.006805,0.001373,-0.00821,-0.00757,-0.0003967,0.0002136,0.0004578,-0.0001221,-0.0001831,-0.001221,-0.001251,-0.00116,-0.000946,-0.000977,-0.0004272,-0.0006104,0.0002136,0.0001221,0.0001831
-0.003784,-0.002136,0.0007324,-0.005768,-0.003174,-0.008514,0.001099,0.0007935,-0.002869,-0.0017395,-0.00412,0.00293,-0.007477,-0.008606,-0.0003967,0.0003052,0.0004883,-9.155e-05,-0.0003357,-0.00119,-0.001068,-0.001251,-0.001038,-0.000946,-0.0004578,-0.00058,0.0003357,0.0001221,0.0002136
-0.00403,-0.001892,0.001251,-0.006348,-0.001801,-0.007965,0.001373,0.0006104,-0.002258,-0.001404,-0.001129,0.004547,-0.006012,-0.00946,-0.0002747,0.0003052,0.0004883,-9.155e-05,-0.0004272,-0.001221,-0.001007,-0.001221,-0.001251,-0.000885,-0.0004578,-0.0004578,0.0003967,0.0001526,0.0002136
-0.004242,-0.0017395,0.001831,-0.006958,-0.0007324,-0.007294,0.001617,0.0003662,-0.001923,-0.001068,0.001709,0.005646,-0.003967,-0.01007,-0.0002136,0.0003662,0.0004272,-9.155e-05,-0.0004272,-0.001251,-0.000885,-0.001221,-0.001343,-0.0008545,-0.0004272,-0.0004578,0.0004272,0.0001526,0.0002747
-0.00461,-0.001587,0.00232,-0.007446,-6.104e-05,-0.00653,0.001587,0.0,-0.001312,-0.000702,0.003601,0.00589,-0.0017395,-0.01022,3.05e-05,0.0003662,0.0003052,-6.104e-05,-0.0004272,-0.001251,-0.0007935,-0.001251,-0.001526,-0.0007324,-0.0004272,-0.0004272,0.0004578,0.0002136,0.0003052
-0.00479,-0.001495,0.00293,-0.007812,0.0001831,-0.005676,0.001617,-0.0003662,-0.0007324,-0.0002747,0.00464,0.005188,0.0002441,-0.01004,0.0002136,0.0003662,0.0001526,-3.05e-05,-0.0003967,-0.001221,-0.000763,-0.00119,-0.0017395,-0.0006714,-0.0004578,-0.000519,0.0003662,0.0001831,0.0003967
-0.005096,-0.001434,0.003265,-0.00769,0.0001221,-0.004852,0.001495,-0.0007935,-9.155e-05,0.0002441,0.004944,0.003815,0.001801,-0.00964,0.0003662,0.0003662,6.104e-05,0.0,-0.0003662,-0.001099,-0.0006714,-0.00119,-0.001709,-0.0007324,-0.0005493,-0.0005493,0.0003662,0.0002441,0.0003662
-0.00534,-0.001373,0.003265,-0.00699,3.05e-05,-0.003906,0.001251,-0.00119,0.0007935,0.0007935,0.00406,0.002167,0.002808,-0.00946,0.0005493,0.0003357,0.0,-3.05e-05,-0.0003967,-0.000977,-0.000641,-0.00119,-0.001587,-0.000641,-0.000641,-0.0006714,0.0003052,0.0003052,0.0003967
-0.005585,-0.001465,0.002808,-0.005768,-0.0002747,-0.00296,0.000824,-0.001587,0.001404,0.001251,0.002228,0.0008545,0.003265,-0.00946,0.0006714,0.0003357,-6.104e-05,-6.104e-05,-0.0004272,-0.000763,-0.0006104,-0.001099,-0.001617,-0.0005493,-0.00058,-0.0007324,0.0002747,0.0003052,0.0004272
-0.00598,-0.001587,0.001923,-0.00412,-0.0006714,-0.001953,3.05e-05,-0.001953,0.002167,0.001678,-0.0003052,9.155e-05,0.003021,-0.00989,0.000702,0.0003052,-0.0001831,0.0,-0.0004578,-0.0005493,-0.0005493,-0.001099,-0.001587,-0.000519,-0.0006104,-0.000763,0.0001221,0.0003357,0.0003662
-0.00638,-0.001862,0.0004883,-0.002502,-0.001251,-0.000977,-0.000977,-0.002258,0.0029,0.002014,-0.004242,3.05e-05,0.00241,-0.01071,0.0006714,0.0002441,-0.0002136,3.05e-05,-0.000519,-0.0003052,-0.000519,-0.001007,-0.001404,-0.0004578,-0.0006104,-0.000824,6.104e-05,0.0002747,0.0003357
-0.006836,-0.002258,-0.00119,-0.00119,-0.001953,-0.0003662,-0.00235,-0.002869,0.003387,0.00238,-0.00934,0.0004883,0.001495,-0.0116,0.000702,0.0002136,-0.0003052,3.05e-05,-0.000519,-0.0001526,-0.0004578,-0.000946,-0.001373,-0.0003662,-0.00058,-0.0007935,0.0,0.0002441,0.0003052
-0.007202,-0.002563,-0.002533,-0.0005493,-0.002625,0.0001831,-0.003845,-0.00357,0.00406,0.002716,-0.01523,0.00116,0.0003967,-0.01224,0.000641,0.0001526,-0.0004578,-3.05e-05,-0.0004578,6.104e-05,-0.0004883,-0.000885,-0.001312,-0.0003662,-0.000641,-0.000824,-3.05e-05,0.0002441,0.0003052
-0.007477,-0.003021,-0.003662,-0.0006714,-0.003357,0.0005493,-0.005157,-0.004364,0.004456,0.003174,-0.02127,0.001831,-0.001099,-0.01251,0.00058,6.104e-05,-0.0005493,-9.155e-05,-0.000519,0.0002441,-0.0004272,-0.0007324,-0.001251,-0.0002747,-0.000641,-0.000763,-6.104e-05,0.0002136,0.0002441
-0.007507,-0.003387,-0.004425,-0.001282,-0.003784,0.0007935,-0.006348,-0.005157,0.0047,0.003448,-0.02676,0.002197,-0.00293,-0.012146,0.000519,6.104e-05,-0.00058,-0.0001221,-0.0004578,0.0003052,-0.0004578,-0.000824,-0.00119,-0.0001831,-0.0006714,-0.000763,-9.155e-05,0.0001831,0.0001831
-0.007477,-0.003601,-0.004974,-0.002289,-0.003876,0.000946,-0.007233,-0.00592,0.0047,0.003723,-0.03064,0.002228,-0.004913,-0.011444,0.0003967,3.05e-05,-0.000702,-0.0001221,-0.0003967,0.0004272,-0.0005493,-0.000824,-0.00119,-0.0001221,-0.000641,-0.000702,-6.104e-05,0.0001831,0.0001831
-0.007385,-0.003784,-0.00525,-0.003357,-0.00351,0.001343,-0.007904,-0.00647,0.004425,0.003815,-0.03223,0.001892,-0.006836,-0.010345,0.0002136,6.104e-05,-0.0006714,-9.155e-05,-0.0003357,0.0004883,-0.0006714,-0.000824,-0.001221,-6.104e-05,-0.0007324,-0.000702,-0.0001526,0.0002747,0.0001221
-0.00717,-0.003906,-0.005524,-0.004272,-0.002655,0.00177,-0.008026,-0.006622,0.003998,0.003876,-0.03116,0.001709,-0.00845,-0.009155,6.104e-05,-3.05e-05,-0.000702,-6.104e-05,-0.0003052,0.000702,-0.0006714,-0.0008545,-0.00116,0.0,-0.0007324,-0.0007324,-0.0001526,0.0002136,0.0001221
-0.006836,-0.003876,-0.005432,-0.00482,-0.001678,0.002258,-0.007904,-0.00656,0.003265,0.003876,-0.02765,0.001709,-0.00937,-0.00806,-9.155e-05,0.0,-0.0006714,3.05e-05,-0.0002136,0.0008545,-0.0006714,-0.0009155,-0.001038,-3.05e-05,-0.000763,-0.000763,-0.0001526,0.0002747,0.0001221
-0.006195,-0.003784,-0.00525,-0.004852,-0.000519,0.002777,-0.00766,-0.006256,0.002563,0.003754,-0.02228,0.002167,-0.00961,-0.00699,-0.0002441,-6.104e-05,-0.0006714,6.104e-05,-0.0001526,0.000977,-0.0007324,-0.000885,-0.000977,0.0,-0.0007935,-0.0006714,-0.0002136,0.0002136,0.0001526
-0.005554,-0.003693,-0.005005,-0.004578,0.0005493,0.003174,-0.00699,-0.005646,0.001526,0.003479,-0.01578,0.003113,-0.009,-0.00586,-0.0004578,-0.0001526,-0.0006104,3.05e-05,-0.0002136,0.001099,-0.0007324,-0.000885,-0.000977,-6.104e-05,-0.000763,-0.0006104,-0.0001221,0.0001831,0.0002136
-0.004944,-0.003632,-0.00461,-0.00412,0.001495,0.003387,-0.006073,-0.004974,0.0006104,0.00299,-0.00897,0.00409,-0.00769,-0.004456,-0.0006104,-0.0001526,-0.0004883,3.05e-05,-0.0002441,0.001099,-0.000702,-0.0008545,-0.000885,0.0,-0.000702,-0.0006714,-0.0001221,6.104e-05,0.0001221
-0.00421,-0.003632,-0.00409,-0.00357,0.00232,0.003265,-0.005035,-0.004272,-0.0002441,0.00232,-0.002197,0.00476,-0.00598,-0.002563,-0.0008545,-0.0002441,-0.0004272,-3.05e-05,-0.0002136,0.000977,-0.000763,-0.0007935,-0.000824,-3.05e-05,-0.0007324,-0.000641,-0.0001526,3.05e-05,0.0001831
-0.003815,-0.00357,-0.003479,-0.00296,0.00296,0.003052,-0.003723,-0.003601,-0.001434,0.001434,0.004517,0.00479,-0.00403,-0.0002136,-0.000885,-0.0003052,-0.0004578,-3.05e-05,-0.0002441,0.0008545,-0.0006714,-0.000763,-0.000946,-3.05e-05,-0.000702,-0.000641,-0.0001526,3.05e-05,0.0001221
-0.003479,-0.00354,-0.003052,-0.002289,0.00351,0.002686,-0.002258,-0.002594,-0.002136,0.0003357,0.01059,0.00415,-0.002197,0.002228,-0.000946,-0.0003357,-0.0004578,-6.104e-05,-0.0001526,0.0007324,-0.000702,-0.000763,-0.001099,-9.155e-05,-0.000641,-0.0006104,-9.155e-05,-6.104e-05,0.0
-0.003265,-0.003418,-0.002533,-0.001465,0.003815,0.002289,-0.000824,-0.001495,-0.002808,-0.000763,0.015564,0.00293,-0.000519,0.0047,-0.000977,-0.0003967,-0.0003967,0.0,-0.0001831,0.0004578,-0.0007935,-0.000824,-0.001221,-0.0001526,-0.000641,-0.0006714,-0.0001221,-9.155e-05,-3.05e-05
-0.003113,-0.003387,-0.002228,-0.0002747,0.00406,0.001953,0.0005493,-0.0002747,-0.00357,-0.001801,0.01935,0.001404,0.0008545,0.006622,-0.000946,-0.0004272,-0.0004883,0.0,-0.0001526,0.0003662,-0.0008545,-0.000824,-0.001343,-0.0001526,-0.0006714,-0.000763,-0.0001831,-6.104e-05,-0.0001526
-0.002838,-0.003265,-0.001984,0.001129,0.00409,0.001526,0.001862,0.001007,-0.003906,-0.002716,0.02176,0.0001526,0.001648,0.00784,-0.0009155,-0.0004578,-0.0004272,0.0,-0.0001526,0.0002136,-0.000885,-0.000885,-0.001343,-0.0002136,-0.000641,-0.000763,-0.0002136,-0.0001221,-0.0002136
-0.002625,-0.003235,-0.0017395,0.002686,0.003906,0.001129,0.003052,0.002228,-0.004242,-0.003357,0.0227,-0.0005493,0.001678,0.0083,-0.000763,-0.0004883,-0.0003662,0.0,-0.0001526,6.104e-05,-0.000946,-0.0008545,-0.001434,-0.0002136,-0.000641,-0.0008545,-0.0002441,-0.0001526,-0.0002441
-0.002472,-0.003235,-0.001617,0.00406,0.003418,0.0003967,0.003967,0.003235,-0.004242,-0.003815,0.02231,-0.000641,0.001007,0.00815,-0.000824,-0.0004883,-0.0003662,3.05e-05,-0.0001526,-3.05e-05,-0.0009155,-0.0007935,-0.001404,-0.0002747,-0.0006104,-0.001007,-0.0002136,-0.0002136,-0.0003052
-0.002441,-0.003296,-0.001556,0.00525,0.002625,-0.0005493,0.0047,0.003876,-0.00412,-0.00412,0.0202,-0.0003052,-0.0006714,0.007355,-0.0006714,-0.000519,-0.0003052,6.104e-05,-0.0002136,-6.104e-05,-0.000885,-0.0007935,-0.001373,-0.0003052,-0.0006104,-0.001038,-0.0002747,-0.0002747,-0.0002747
-0.002563,-0.003418,-0.001709,0.00598,0.001556,-0.001648,0.005005,0.00421,-0.003937,-0.004242,0.0167,0.0,-0.003052,0.00638,-0.0007324,-0.00058,-0.0003052,0.0,-0.0001526,3.05e-05,-0.000885,-0.0006714,-0.001373,-0.0003967,-0.0006104,-0.001099,-0.0002441,-0.0003967,-0.0002441
-0.002686,-0.00354,-0.002014,0.006165,0.0002747,-0.0029,0.005127,0.004364,-0.003479,-0.00418,0.01218,0.0003662,-0.00589,0.005157,-0.000763,-0.000641,-0.0002441,-9.155e-05,-0.0001526,0.0,-0.0008545,-0.000641,-0.001221,-0.0003662,-0.0006104,-0.00116,-0.0002441,-0.0005493,-0.0003357
-0.003052,-0.003662,-0.002655,0.00589,-0.001129,-0.004303,0.004944,0.004333,-0.003113,-0.003998,0.006653,0.0003052,-0.0087,0.003754,-0.000702,-0.00058,-0.0002136,-0.0001221,-0.0001526,-3.05e-05,-0.0007935,-0.000641,-0.001099,-0.0004578,-0.0005493,-0.00116,-0.0003357,-0.0004883,-0.0003662
-0.003479,-0.003693,-0.003448,0.00525,-0.002625,-0.005554,0.004456,0.00415,-0.002655,-0.003876,0.0007324,-0.0002136,-0.01129,0.002075,-0.0006714,-0.00058,-0.0002441,-0.0002136,-0.0001526,-9.155e-05,-0.000824,-0.00058,-0.001068,-0.000519,-0.000519,-0.001099,-0.0003357,-0.00058,-0.0004578
-0.003937,-0.003693,-0.004456,0.004272,-0.00409,-0.006653,0.003845,0.003754,-0.002228,-0.003693,-0.005127,-0.0009155,-0.013306,0.0002136,-0.0005493,-0.0005493,-0.0002441,-0.0002747,-0.0001526,-0.0002136,-0.000824,-0.000519,-0.001038,-0.0005493,-0.00058,-0.001068,-0.0002747,-0.000641,-0.000519
-0.004486,-0.003632,-0.005463,0.003021,-0.005463,-0.0076,0.002747,0.003235,-0.001556,-0.003601,-0.010254,-0.001831,-0.014496,-0.001648,-0.0004883,-0.000519,-0.0002136,-0.0002136,-9.155e-05,-0.0004272,-0.000824,-0.0004578,-0.000946,-0.0006104,-0.000641,-0.000946,-0.0003967,-0.0006104,-0.0005493
-0.00482,-0.00354,-0.006256,0.001556,-0.006775,-0.00833,0.001526,0.002472,-0.001038,-0.00354,-0.01419,-0.002197,-0.01486,-0.00351,-0.0004578,-0.0004883,-0.0002441,-0.0001831,-6.104e-05,-0.000702,-0.000824,-0.0003967,-0.000885,-0.0006104,-0.000702,-0.0009155,-0.0003967,-0.0006104,-0.00058
-0.005157,-0.003357,-0.00659,-9.155e-05,-0.007904,-0.00888,0.0002747,0.001465,-0.0004272,-0.003235,-0.01642,-0.002014,-0.014465,-0.005035,-0.0004883,-0.0004578,-0.0003052,-0.0001526,0.0,-0.0007935,-0.000763,-0.0003357,-0.000946,-0.000641,-0.0007324,-0.0009155,-0.0003662,-0.00058,-0.0006714
-0.005463,-0.003174,-0.006653,-0.002014,-0.00882,-0.00922,-0.0009155,0.0002747,0.0002747,-0.002625,-0.01685,-0.001282,-0.01346,-0.00595,-0.0004883,-0.0003967,-0.0003967,-9.155e-05,-3.05e-05,-0.000885,-0.000702,-0.0003357,-0.000946,-0.0006714,-0.000702,-0.000977,-0.0003662,-0.0005493,-0.0006714
-0.005646,-0.00296,-0.00638,-0.00415,-0.00934,-0.00946,-0.001923,-0.000885,0.0007324,-0.001709,-0.01569,0.0002136,-0.01187,-0.006256,-0.0004883,-0.0003357,-0.0004272,-9.155e-05,-6.104e-05,-0.001007,-0.0006714,-0.0003052,-0.000885,-0.000641,-0.0006714,-0.000946,-0.0003052,-0.0004883,-0.000641
-0.00589,-0.002777,-0.0058,-0.006287,-0.00937,-0.00952,-0.002563,-0.001923,0.00119,-0.000519,-0.013336,0.001923,-0.00958,-0.00595,-0.0005493,-0.0003052,-0.0004578,-3.05e-05,-6.104e-05,-0.000977,-0.000641,-0.0002747,-0.000824,-0.000702,-0.000702,-0.0009155,-0.0003967,-0.0005493,-0.000641
-0.006195,-0.002655,-0.005157,-0.00821,-0.00894,-0.00931,-0.002747,-0.002686,0.001801,0.00058,-0.01007,0.003632,-0.006866,-0.00522,-0.0006104,-0.0003357,-0.0004883,-3.05e-05,-9.155e-05,-0.001068,-0.0005493,-0.0002747,-0.0007324,-0.000763,-0.0006104,-0.000946,-0.0003662,-0.0004883,-0.00058
-0.00659,-0.002533,-0.004456,-0.00986,-0.008026,-0.00885,-0.002655,-0.003113,0.00232,0.001617,-0.006348,0.005096,-0.003723,-0.004395,-0.0006104,-0.0002441,-0.000519,-9.155e-05,-0.0001526,-0.001099,-0.000519,-0.0002441,-0.0006104,-0.000702,-0.0006714,-0.0009155,-0.0003662,-0.0005493,-0.0005493
-0.006775,-0.002441,-0.003845,-0.010895,-0.006927,-0.00824,-0.00241,-0.003174,0.002869,0.002441,-0.002625,0.00598,-0.0003967,-0.00357,-0.0006104,-0.0002136,-0.000519,-6.104e-05,-0.0001221,-0.00116,-0.000519,-0.0002747,-0.0004578,-0.000702,-0.0006104,-0.000824,-0.0002747,-0.0004578,-0.0004883
-0.00699,-0.002441,-0.003174,-0.01129,-0.00583,-0.007324,-0.002106,-0.00293,0.003357,0.00296,0.0006104,0.00647,0.002747,-0.0029,-0.000641,-0.0002441,-0.00058,-9.155e-05,-9.155e-05,-0.001221,-0.000519,-0.0002136,-0.0003662,-0.000702,-0.0006104,-0.000763,-0.0002441,-0.0003357,-0.0004578
-0.00705,-0.002563,-0.002563,-0.01135,-0.00479,-0.006317,-0.001617,-0.002502,0.003784,0.003296,0.003174,0.006317,0.005432,-0.00235,-0.0006104,-0.0001526,-0.000641,-3.05e-05,-9.155e-05,-0.00119,-0.0004883,-0.0002441,-0.0003052,-0.0006714,-0.0006714,-0.000824,-0.0002747,-0.0002747,-0.000519
-0.006897,-0.002686,-0.001923,-0.01102,-0.00406,-0.00537,-0.00119,-0.002106,0.003937,0.003448,0.00476,0.006042,0.007385,-0.002014,-0.0004883,-0.0001831,-0.00058,0.0,-6.104e-05,-0.001251,-0.0004883,-0.0001831,-0.0003052,-0.0006104,-0.000702,-0.000824,-0.0002747,-0.0001831,-0.0004883
-0.006653,-0.002777,-0.001465,-0.010315,-0.00351,-0.004364,-0.000519,-0.001801,0.003937,0.003601,0.005157,0.005585,0.00842,-0.001801,-0.0004272,-0.0001831,-0.0006714,-9.155e-05,-3.05e-05,-0.00116,-0.0004883,-0.0002441,-0.0002441,-0.0006104,-0.0007324,-0.0007935,-0.0002136,-6.104e-05,-0.0004578
-0.006317,-0.00296,-0.00116,-0.00952,-0.00299,-0.003296,9.155e-05,-0.001495,0.003693,0.003693,0.004303,0.00482,0.008514,-0.001678,-0.0003662,-0.0001221,-0.0006714,0.0,-0.0001221,-0.001129,-0.0004578,-0.0002747,-0.0003052,-0.000519,-0.000763,-0.000763,-0.0002136,-3.05e-05,-0.0003662
-0.006042,-0.003082,-0.001221,-0.00873,-0.002472,-0.002289,0.0007324,-0.00116,0.00354,0.003845,0.002167,0.004303,0.007904,-0.001526,-0.0003357,-0.0001831,-0.0006714,0.0,-6.104e-05,-0.001007,-0.0003662,-0.0002136,-0.0003662,-0.0004578,-0.000702,-0.000763,-0.0001526,3.05e-05,-0.0003357
-0.005676,-0.003296,-0.001587,-0.007904,-0.001862,-0.001282,0.001282,-0.000824,0.003265,0.00403,-0.000946,0.003998,0.006805,-0.001465,-0.0003967,-0.0002136,-0.000641,6.104e-05,-9.155e-05,-0.000824,-0.0003052,-0.0002136,-0.0003357,-0.000519,-0.0006714,-0.0007935,-0.0001221,0.0,-0.0002441
-0.00528,-0.003448,-0.002167,-0.00702,-0.001221,-0.0002136,0.001526,-0.0004578,0.00293,0.00415,-0.004486,0.003815,0.005463,-0.001648,-0.0004883,-0.0002747,-0.0006714,9.155e-05,-0.0001221,-0.00058,-0.0002747,-0.0002441,-0.0002441,-0.000519,-0.0007324,-0.0008545,-0.0001526,9.155e-05,-0.0002441
-0.004913,-0.003632,-0.003021,-0.006226,-0.0006104,0.0006714,0.0017395,6.104e-05,0.00299,0.004242,-0.00815,0.003784,0.003998,-0.001892,-0.0004578,-0.0003052,-0.0008545,0.0,-0.0001221,-0.0002441,-0.0003052,-0.0002136,-0.0001221,-0.0004578,-0.0006714,-0.000885,0.0,9.155e-05,-0.0001831
-0.00461,-0.003845,-0.003906,-0.005646,-6.104e-05,0.001373,0.00177,0.0005493,0.00296,0.004242,-0.0116,0.003876,0.00238,-0.002075,-0.0004578,-0.0003357,-0.0008545,0.0,-9.155e-05,9.155e-05,-0.0003662,-0.0002136,-3.05e-05,-0.0003967,-0.0006104,-0.000885,0.0,6.104e-05,-9.155e-05
-0.004272,-0.003998,-0.00473,-0.00525,0.0002441,0.001587,0.001709,0.000946,0.003296,0.00418,-0.014404,0.003967,0.0006104,-0.002014,-0.0004578,-0.0003357,-0.0009155,3.05e-05,-6.104e-05,0.0002441,-0.0002747,-0.0002747,6.104e-05,-0.0003967,-0.0006104,-0.000824,0.0,6.104e-05,-9.155e-05
-0.003906,-0.00409,-0.005432,-0.005127,0.0003662,0.001465,0.001556,0.00119,0.003876,0.00406,-0.01633,0.003784,-0.001282,-0.001587,-0.0003967,-0.0003357,-0.000977,9.155e-05,-6.104e-05,0.0004272,-0.0003662,-0.0002441,6.104e-05,-0.0003662,-0.00058,-0.000885,3.05e-05,3.05e-05,0.0
-0.00357,-0.00406,-0.005768,-0.0054,0.0004272,0.001007,0.001373,0.001312,0.004272,0.003784,-0.01721,0.003479,-0.003113,-0.0008545,-0.0004272,-0.0002747,-0.001038,6.104e-05,-9.155e-05,0.0004272,-0.0004578,-0.0002441,6.104e-05,-0.0003662,-0.00058,-0.000824,0.0,3.05e-05,-6.104e-05
-0.003326,-0.00406,-0.006012,-0.00598,0.0003357,0.0002747,0.00116,0.001373,0.004913,0.003632,-0.01675,0.0029,-0.004547,0.0001526,-0.0003967,-0.0003052,-0.0009155,3.05e-05,0.0,0.0003662,-0.0004272,-0.0003357,-3.05e-05,-0.0002747,-0.000641,-0.0007935,6.104e-05,6.104e-05,-6.104e-05
-0.003113,-0.003937,-0.006104,-0.006653,0.0001831,-0.0006104,0.0009155,0.001404,0.005066,0.00351,-0.01486,0.002075,-0.005463,0.001282,-0.0003662,-0.0003052,-0.0009155,0.0001831,0.0,0.0003357,-0.0003967,-0.0003662,-0.0002441,-0.0002441,-0.000641,-0.0007324,3.05e-05,6.104e-05,-6.104e-05
-0.00299,-0.003754,-0.006195,-0.007355,0.0,-0.001465,0.000885,0.001465,0.00482,0.003326,-0.01175,0.001343,-0.005615,0.002533,-0.0004272,-0.0002747,-0.000946,0.0002441,-3.05e-05,0.0003662,-0.0003357,-0.0004272,-0.0003967,-0.0001831,-0.00058,-0.0006714,0.0,6.104e-05,-6.104e-05
-0.00293,-0.003601,-0.006104,-0.00809,-0.0001526,-0.002289,0.000885,0.001617,0.004456,0.003174,-0.00766,0.000977,-0.005035,0.003479,-0.0004883,-0.0003662,-0.0008545,0.0002441,-3.05e-05,0.0004272,-0.0002747,-0.0004883,-0.000519,-0.0001526,-0.000519,-0.0006104,3.05e-05,3.05e-05,0.0
-0.00296,-0.003357,-0.006012,-0.008545,-0.0003662,-0.003143,0.00119,0.001862,0.003784,0.002838,-0.00293,0.0007935,-0.003876,0.00415,-0.0006104,-0.0003052,-0.000824,0.0001831,0.0,0.0004883,-0.0002747,-0.000519,-0.000641,-9.155e-05,-0.0004883,-0.00058,3.05e-05,0.0,3.05e-05
-0.003082,-0.003113,-0.005768,-0.00876,-0.00058,-0.003998,0.001678,0.002075,0.003082,0.002441,0.001953,0.000885,-0.00232,0.004456,-0.0006714,-0.0002747,-0.0007935,0.0001831,6.104e-05,0.0004578,-0.0002441,-0.00058,-0.000702,-6.104e-05,-0.0004578,-0.0004883,0.0,-6.104e-05,0.0
-0.003235,-0.00293,-0.00531,-0.00876,-0.0009155,-0.0047,0.00241,0.00232,0.002472,0.001923,0.006683,0.000946,-0.0006714,0.004547,-0.000641,-0.0003662,-0.000763,0.0001831,0.0,0.0004272,-0.0002441,-0.00058,-0.0007324,0.0,-0.0003967,-0.0004578,0.0,-0.0001221,-3.05e-05
-0.00351,-0.002716,-0.004578,-0.008575,-0.001251,-0.0054,0.003052,0.002594,0.002167,0.001434,0.010956,0.0006714,0.0007935,0.004395,-0.000641,-0.0003662,-0.0006104,6.104e-05,3.05e-05,0.0003052,-0.0002747,-0.0005493,-0.0007324,3.05e-05,-0.0004272,-0.0004578,-9.155e-05,-9.155e-05,-6.104e-05
-0.003845,-0.002533,-0.003876,-0.0083,-0.001556,-0.006104,0.003723,0.002869,0.00177,0.000977,0.014435,9.155e-05,0.001923,0.00403,-0.0006104,-0.0003357,-0.00058,0.0,-3.05e-05,0.0001221,-0.0003357,-0.0006714,-0.000641,6.104e-05,-0.0003967,-0.0003967,-9.155e-05,-0.0001221,-0.0001526
-0.00418,-0.00241,-0.003143,-0.00787,-0.001892,-0.00659,0.004517,0.003082,0.001404,0.000641,0.01709,-0.001068,0.002441,0.003418,-0.00058,-0.0003052,-0.000519,-3.05e-05,3.05e-05,-3.05e-05,-0.0002136,-0.0006104,-0.0006714,9.155e-05,-0.0003662,-0.0003662,-0.0001831,-6.104e-05,-9.155e-05
-0.00464,-0.002289,-0.002472,-0.007233,-0.002228,-0.00702,0.005188,0.003418,0.001221,0.0003967,0.01846,-0.002655,0.002747,0.002502,-0.0004883,-0.0003357,-0.0004578,3.05e-05,3.05e-05,-0.0001831,-0.0002136,-0.0005493,-0.000763,0.0001831,-0.0003662,-0.0003357,-0.0002136,-3.05e-05,-9.155e-05
-0.005157,-0.002136,-0.002167,-0.00647,-0.00241,-0.007233,0.00586,0.003845,0.000977,0.0002441,0.01877,-0.00406,0.002563,0.00116,-0.0003662,-0.0003052,-0.0003967,-3.05e-05,-3.05e-05,-0.0002441,-0.0001526,-0.000519,-0.0007324,0.0001526,-0.0003967,-0.0003052,-0.0001831,-3.05e-05,-3.05e-05
-0.005615,-0.002106,-0.002106,-0.005646,-0.002655,-0.007416,0.00638,0.004303,0.000885,0.0002747,0.01779,-0.00522,0.002197,-0.0004578,-0.0003662,-0.0002441,-0.0003357,0.0,-0.0001221,-0.0003357,-0.0001526,-0.000519,-0.0007324,0.0001221,-0.0003967,-0.0003052,-0.0002136,3.05e-05,-6.104e-05
-0.00598,-0.001984,-0.002197,-0.00473,-0.00296,-0.007416,0.006866,0.00473,0.000946,0.0002747,0.01563,-0.005615,0.001678,-0.002045,-0.0002441,-0.0002441,-0.0002441,-6.104e-05,-0.0001221,-0.0004272,-0.0002441,-0.0004578,-0.0007935,0.0002136,-0.0003662,-0.0003052,-0.0001526,0.0,-6.104e-05
-0.006226,-0.001892,-0.002197,-0.00406,-0.003448,-0.007355,0.00708,0.005096,0.001068,0.0005493,0.01236,-0.004974,0.000977,-0.003601,-0.0002441,-0.0002136,-0.0001831,-6.104e-05,-0.0001831,-0.0003967,-0.0001526,-0.0004578,-0.0007935,0.0002441,-0.0003967,-0.0003662,-0.0001526,-6.104e-05,-3.05e-05
-0.00647,-0.001831,-0.002228,-0.003784,-0.003876,-0.007355,0.00714,0.00534,0.001373,0.000885,0.00818,-0.003754,0.0001831,-0.00482,-0.0002747,-0.0002136,-0.0001831,0.0,-0.0001526,-0.0003357,-0.0001831,-0.0003662,-0.000641,0.0001831,-0.0003662,-0.0003052,-0.0002136,-0.0001526,-6.104e-05
-0.006683,-0.001678,-0.002228,-0.003845,-0.004272,-0.007416,0.00705,0.005432,0.001923,0.001404,0.003265,-0.001953,-0.000824,-0.0058,-0.0002441,-0.0002136,-9.155e-05,-3.05e-05,-0.0001831,-0.0003357,-0.0002136,-0.0003662,-0.000519,0.0001831,-0.0003967,-0.0003357,-0.0002441,-0.0001526,-9.155e-05
-0.006836,-0.001617,-0.002106,-0.004272,-0.00473,-0.007477,0.006744,0.005432,0.00241,0.001984,-0.002045,-0.0001221,-0.001709,-0.006287,-0.0002441,-0.0001831,-0.0001526,-6.104e-05,-0.0001526,-0.0002441,-0.0002747,-0.0003357,-0.0003357,0.0001831,-0.0004578,-0.0002747,-0.0002136,-0.0002136,-9.155e-05
-0.006958,-0.001556,-0.001862,-0.005005,-0.004944,-0.007385,0.00641,0.00531,0.003601,0.002563,-0.007294,0.001312,-0.002502,-0.00653,-0.0001526,-0.0001526,-0.0002136,-9.155e-05,-0.0001221,-0.0002136,-0.0002747,-0.0002441,-0.0002136,0.0002136,-0.0004578,-0.0002747,-0.0002441,-0.0002747,-0.0002136
